27.05.2015 16:40:33.2024 (557.5723296)Log "Roblox TaskScheduler Thread 1"
16:40:33.2024 (557.5733271) Error:   Workspace.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:02:41.5864 (12684.3263517)          Bang recieved from Head
20:02:41.5864 (12684.3273518) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:8: attempt to index field 'Parent' (a nil value)
20:02:41.5864 (12684.3273518)          Stack Begin
20:02:41.5864 (12684.3273518)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 8
20:02:41.5864 (12684.3273518)          Stack End
20:02:41.5864 (12684.7893510)          Bang recieved from Head
20:02:41.5864 (12684.7893510) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:8: attempt to index field 'Parent' (a nil value)
20:02:41.5864 (12684.7893510)          Stack Begin
20:02:41.5864 (12684.7893510)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 8
20:02:41.5864 (12684.7893510)          Stack End
20:02:41.5864 (12685.1673683)          Bang recieved from Head
20:02:41.5864 (12685.1723684) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:8: attempt to index field 'Parent' (a nil value)
20:02:41.5864 (12685.1783686)          Stack Begin
20:02:41.5864 (12685.1853608)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 8
20:02:41.5864 (12685.1913605)          Stack End
20:02:42.6864 (12685.5823744)          Bang recieved from Head
20:02:42.6864 (12685.5823744) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:8: attempt to index field 'Parent' (a nil value)
20:02:42.6864 (12685.5823744)          Stack Begin
20:02:42.6864 (12685.5833744)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 8
20:02:42.6864 (12685.5833744)          Stack End
20:02:42.6864 (12685.7453962)          Bang recieved from Head
20:02:42.6864 (12685.7463964) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:8: attempt to index field 'Parent' (a nil value)
20:02:42.6864 (12685.7463964)          Stack Begin
20:02:42.6864 (12685.7463964)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 8
20:02:42.6864 (12685.7463964)          Stack End
20:02:42.6864 (12685.8823952)          Bang recieved from Head
20:02:42.6864 (12685.8833953) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:8: attempt to index field 'Parent' (a nil value)
20:02:42.6864 (12685.8833953)          Stack Begin
20:02:42.6864 (12685.8833953)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 8
20:02:42.6864 (12685.8833953)          Stack End
20:04:46.65328 (12810.0262039)          Boop recieved from Right Arm
20:04:46.65328 (12810.0742160)          Boop recieved from Left Arm
20:04:46.65328 (12810.1362073)          Boop recieved from Left Arm
20:04:46.65328 (12810.1392068)          Boop recieved from Right Arm
20:04:46.65328 (12810.2012253)          Boop recieved from Right Arm
20:04:47.792 (12810.2992266)          Boop recieved from Left Arm
20:04:47.792 (12810.3842381)          Boop recieved from Left Arm
20:04:47.792 (12810.4562459)          Boop recieved from Left Arm
20:04:47.792 (12810.5302493)          Boop recieved from Left Arm
20:04:47.792 (12810.5884216)          Boop recieved from Left Arm
20:04:47.792 (12810.6415031)          Boop recieved from Left Arm
20:04:56.9792 (12819.9897185)          Bang recieved from Torso
20:04:56.9792 (12820.0017235)          Bang recieved from Head
20:04:56.9792 (12820.0517446)          Bang recieved from Head
20:04:56.9792 (12820.0946653)          Bang recieved from Torso
20:04:56.9792 (12820.1426472)          Bang recieved from Head
20:04:56.9792 (12820.1436468)          Bang recieved from Left Arm
20:04:57.10792 (12820.2206842)          Bang recieved from Head
20:04:57.10792 (12820.5427421)          Bang recieved from Head
20:04:57.10792 (12820.5437424) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:04:57.10792 (12820.5437424)          Stack Begin
20:04:57.10792 (12820.5437424)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:04:57.10792 (12820.5437424)          Stack End
20:04:57.10792 (12820.6497069)          Bang recieved from Head
20:04:57.10792 (12820.6497069) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:04:57.10792 (12820.6647052)          Stack Begin
20:04:57.10792 (12820.6657051)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:04:57.10792 (12820.6657051)          Stack End
20:04:57.10792 (12820.8587416)          Boop recieved from Left Arm
20:04:58.11792 (12821.3658065) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:04:58.11792 (12821.3668016)          Stack Begin
20:04:58.11792 (12821.3668016)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:04:58.11792 (12821.3668016)          Stack End
20:05:07.20792 (12830.8682507)          Bang recieved from Left Arm
20:05:16.29792 (12839.6092317)          Boop recieved from Left Arm
20:05:16.29792 (12839.7451990)          Boop recieved from Right Arm
20:05:16.29792 (12839.8596643)          Boop recieved from Right Arm
20:05:16.29792 (12840.0501355)          Boop recieved from Right Arm
20:05:18.31792 (12841.7892282)          Boop recieved from Right Arm
20:05:19.32792 (12842.2511516)          Boop recieved from Left Arm
20:05:19.32792 (12842.2571511)          Boop recieved from Left Arm
20:05:19.32792 (12842.6851685)          Boop recieved from Left Arm
20:05:26.39792 (12849.8653531)          Bang recieved from Right Arm
20:05:26.39792 (12850.0597778)          Bang recieved from FakeHead
20:05:29.42792 (12852.2748971)          Bang recieved from Torso
20:05:29.42792 (12852.6868394)          Bang recieved from FakeHead
20:05:29.42792 (12852.7724292)          Bang recieved from Right Arm
20:05:40.53792 (12863.5971336)          Bang recieved from Left Arm
20:05:40.53792 (12863.9691144)          Boop recieved from Left Arm
20:05:40.53792 (12863.9691144)          Boop recieved from Left Arm
20:05:41.54792 (12864.2121715)          Boop recieved from Left Arm
20:05:41.54792 (12864.2271726)          Boop recieved from Right Arm
20:05:41.54792 (12864.4642006)          Boop recieved from Right Arm
20:05:41.54792 (12864.4991922)          Boop recieved from Left Arm
20:05:41.54792 (12864.6002077)          Boop recieved from Left Arm
20:05:41.54792 (12864.6872043)          Boop recieved from Right Arm
20:05:41.54792 (12864.8612266) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:05:41.54792 (12864.8612266)          Stack Begin
20:05:41.54792 (12864.8612266)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:05:41.54792 (12864.8612266)          Stack End
20:05:41.54792 (12864.8622267) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:05:41.54792 (12864.8622267)          Stack Begin
20:05:41.54792 (12864.8622267)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:05:41.54792 (12864.8622267)          Stack End
20:05:48.61792 (12871.5329364)          Boop recieved from Right Arm
20:05:48.61792 (12871.7884115)          Boop recieved from Left Arm
20:05:48.61792 (12871.7984124)          Boop recieved from Right Arm
20:05:48.61792 (12871.8144139)          Boop recieved from Left Arm
20:05:50.63792 (12874.0473610)          Boop recieved from Right Arm
20:05:50.63792 (12874.1222112)          Boop recieved from Right Arm
20:05:50.63792 (12874.1600225)          Boop recieved from Right Arm
20:05:51.64792 (12874.4024874)          Bang recieved from Head
20:05:51.64792 (12874.4224864)          Bang recieved from Head
20:05:51.64792 (12874.4224864)          Bang recieved from Torso
20:05:51.64792 (12874.4825031)          Boop recieved from Right Arm
20:05:51.64792 (12874.4825031)          Boop recieved from Right Arm
20:05:51.64792 (12874.4975050)          Boop recieved from Right Arm
20:05:51.64792 (12874.5075062)          Bang recieved from Head
20:05:51.64792 (12874.5415105)          Bang recieved from Head
20:05:51.64792 (12874.6123652)          Bang recieved from Head
20:05:51.64792 (12874.6375172)          Boop recieved from Right Arm
20:05:52.256 (12875.9755735) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:05:52.256 (12875.9765736)          Stack Begin
20:05:52.256 (12875.9905751)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:05:52.256 (12875.9965757)          Stack End
20:05:52.256 (12876.0065767) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:05:52.256 (12876.0065767)          Stack Begin
20:05:52.256 (12876.0065767)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:05:52.256 (12876.0065767)          Stack End
20:05:52.256 (12876.0075768) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:05:52.256 (12876.0075768)          Stack Begin
20:05:52.256 (12876.0075768)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:05:52.256 (12876.0075768)          Stack End
20:05:52.256 (12876.0075768) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:05:52.256 (12876.0085769)          Stack Begin
20:05:52.256 (12876.0085769)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:05:52.256 (12876.0085769)          Stack End
20:05:52.256 (12876.0365797) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:05:52.256 (12876.0365797)          Stack Begin
20:05:52.256 (12876.0365797)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:05:52.256 (12876.0365797)          Stack End
20:05:58.6256 (12881.5384415)          Bang recieved from Torso
20:05:58.6256 (12881.6062480)          Bang recieved from Left Arm
20:05:58.6256 (12881.8152693)          Bang recieved from Head
20:05:58.6256 (12882.0762550)          Bang recieved from Head
20:05:58.6256 (12882.0762550) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:05:58.6256 (12882.0762550)          Stack Begin
20:05:58.6256 (12882.0762550)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:05:58.6256 (12882.0762550)          Stack End
20:05:59.7256 (12882.5763373)          Bang recieved from Right Arm
20:05:59.7256 (12882.5773373) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:05:59.7256 (12882.5773373)          Stack Begin
20:05:59.7256 (12882.5773373)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:05:59.7256 (12882.5773373)          Stack End
20:05:59.7256 (12883.0348218) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:05:59.7256 (12883.0348218)          Stack Begin
20:05:59.7256 (12883.0348218)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:05:59.7256 (12883.0348218)          Stack End
20:05:59.7256 (12883.0538243) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:05:59.7256 (12883.0538243)          Stack Begin
20:05:59.7256 (12883.0538243)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:05:59.7256 (12883.0548244)          Stack End
20:05:59.7256 (12883.0548244) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:05:59.7256 (12883.0548244)          Stack Begin
20:05:59.7256 (12883.0548244)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:05:59.7256 (12883.0548244)          Stack End
20:05:59.7256 (12883.0789421) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:05:59.7256 (12883.0789421)          Stack Begin
20:05:59.7256 (12883.0789421)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:05:59.7256 (12883.0789421)          Stack End
20:05:59.7256 (12883.0789421) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:05:59.7256 (12883.0789421)          Stack Begin
20:05:59.7256 (12883.0789421)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:05:59.7256 (12883.0799433)          Stack End
20:06:00.8256 (12884.0573761)          Bang recieved from Head
20:06:00.8256 (12884.0573761) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:00.8256 (12884.0573761)          Stack Begin
20:06:00.8256 (12884.0573761)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:00.8256 (12884.0573761)          Stack End
20:06:00.8256 (12884.1274145)          Bang recieved from Left Arm
20:06:00.8256 (12884.1284149) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:00.8256 (12884.1284149)          Stack Begin
20:06:00.8256 (12884.1294152)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:00.8256 (12884.1294152)          Stack End
20:06:01.9256 (12884.4226355)          Bang recieved from Right Arm
20:06:01.9256 (12884.4226355) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:01.9256 (12884.4236405)          Stack Begin
20:06:01.9256 (12884.4236405)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:01.9256 (12884.4236405)          Stack End
20:06:01.9256 (12884.5076742)          Bang recieved from Head
20:06:01.9256 (12884.5076742) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:01.9256 (12884.5076742)          Stack Begin
20:06:01.9256 (12884.5076742)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:01.9256 (12884.5086692)          Stack End
20:06:01.9256 (12884.6448704)          Bang recieved from Left Arm
20:06:01.9256 (12884.6488704) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:01.9256 (12884.6488704)          Stack Begin
20:06:01.9256 (12884.6488704)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:01.9256 (12884.6498704)          Stack End
20:06:06.14256 (12889.4175328)          Boop recieved from Left Arm
20:06:06.14256 (12889.6875482)          Boop recieved from Left Arm
20:06:06.14256 (12889.8845634)          Boop recieved from Left Arm
20:06:06.14256 (12889.9735702)          Boop recieved from Left Arm
20:06:06.14256 (12889.9795706)          Boop recieved from Left Arm
20:06:06.14256 (12890.0275741)          Boop recieved from Left Arm
20:06:06.14256 (12890.0275741)          Boop recieved from Left Arm
20:06:06.14256 (12890.0275741)          Boop recieved from Left Arm
20:06:06.14256 (12890.1155815)          Boop recieved from Left Arm
20:06:07.15256 (12890.2915825)          Boop recieved from Left Arm
20:06:07.15256 (12890.4426109)          Boop recieved from Left Arm
20:06:07.15256 (12890.4616137)          Boop recieved from Left Arm
20:06:07.15256 (12890.7726233)          Boop recieved from Left Arm
20:06:07.15256 (12890.9427057)          Boop recieved from Right Arm
20:06:07.15256 (12891.0586264)          Boop recieved from Right Arm
20:06:07.15256 (12891.0636253)          Boop recieved from Right Arm
20:06:07.15256 (12891.1956547)          Boop recieved from Right Arm
20:06:07.15256 (12891.2006551)          Boop recieved from Right Arm
20:06:08.16256 (12891.2276572)          Boop recieved from Left Arm
20:06:08.16256 (12891.9216927)          Boop recieved from Right Arm
20:06:08.16256 (12892.0517268)          Boop recieved from Left Arm
20:06:08.16256 (12892.0567279)          Boop recieved from Left Arm
20:06:08.16256 (12892.1697096)          Boop recieved from Left Arm
20:06:09.17256 (12892.2587153)          Boop recieved from Left Arm
20:06:13.21256 (12896.8788765)          Boop recieved from Left Arm
20:06:13.21256 (12896.8839008)          Boop recieved from Left Arm
20:06:13.21256 (12897.1381881)          Boop recieved from Left Arm
20:06:14.22256 (12897.3667969)          Boop recieved from Left Arm
20:06:14.22256 (12897.4363411)          Boop recieved from Left Arm
20:06:15.23256 (12898.8338909)          Boop recieved from Right Arm
20:06:15.23256 (12898.8818982)          Boop recieved from Right Arm
20:06:15.23256 (12899.0269067)          Boop recieved from Right Arm
20:06:15.23256 (12899.0809149)          Boop recieved from Right Arm
20:06:15.23256 (12899.1449214)          Boop recieved from Right Arm
20:06:16.24256 (12899.5599150)          Boop recieved from Right Arm
20:06:16.24256 (12899.7169300)          Bang recieved from Left Leg
20:06:16.24256 (12899.8849511)          Bang recieved from Right Arm
20:06:16.24256 (12899.8859512)          Bang recieved from Torso
20:06:16.24256 (12899.9839535)          Bang recieved from Right Arm
20:06:16.24256 (12900.0409558)          Bang recieved from Torso
20:06:16.24256 (12900.0409558)          Bang recieved from Head
20:06:16.24256 (12900.0409558)          Bang recieved from Left Arm
20:06:16.24256 (12900.1319745)          Bang recieved from Head
20:06:17.25256 (12900.5809869)          Bang recieved from Head
20:06:17.25256 (12900.5819870) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:17.25256 (12900.5819870)          Stack Begin
20:06:17.25256 (12900.5819870)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:06:17.25256 (12900.5819870)          Stack End
20:06:17.25256 (12900.9470096)          Bang recieved from Right Arm
20:06:17.25256 (12900.9470096) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:17.25256 (12900.9470096)          Stack Begin
20:06:17.25256 (12900.9470096)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:17.25256 (12900.9470096)          Stack End
20:06:17.25256 (12901.0660319)          Bang recieved from Torso
20:06:17.25256 (12901.0660319) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:17.25256 (12901.0660319)          Stack Begin
20:06:17.25256 (12901.0670320)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:17.25256 (12901.0670320)          Stack End
20:06:17.25256 (12901.0670320)          Bang recieved from Head
20:06:17.25256 (12901.0670320) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:17.25256 (12901.0670320)          Stack Begin
20:06:17.25256 (12901.0670320)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:17.25256 (12901.0670320)          Stack End
20:06:17.25256 (12901.1330119)          Bang recieved from Head
20:06:17.25256 (12901.1330119) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:17.25256 (12901.1340119)          Stack Begin
20:06:17.25256 (12901.1340119)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:17.25256 (12901.1340119)          Stack End
20:06:17.25256 (12901.1340119)          Bang recieved from Torso
20:06:17.25256 (12901.1340119) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:17.25256 (12901.1340119)          Stack Begin
20:06:17.25256 (12901.1340119)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:17.25256 (12901.1340119)          Stack End
20:06:18.26256 (12901.2280200)          Bang recieved from Head
20:06:18.26256 (12901.2350203) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12901.2410205)          Stack Begin
20:06:18.26256 (12901.2500208)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:18.26256 (12901.2550209)          Stack End
20:06:18.26256 (12901.2640212)          Bang recieved from Head
20:06:18.26256 (12901.2640212) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12901.2640212)          Stack Begin
20:06:18.26256 (12901.2640212)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:18.26256 (12901.2640212)          Stack End
20:06:18.26256 (12901.2690260) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12901.2690260)          Stack Begin
20:06:18.26256 (12901.2690260)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:06:18.26256 (12901.2690260)          Stack End
20:06:18.26256 (12901.3010285) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12901.3020286)          Stack Begin
20:06:18.26256 (12901.3020286)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:06:18.26256 (12901.3020286)          Stack End
20:06:18.26256 (12901.3020286) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12901.3020286)          Stack Begin
20:06:18.26256 (12901.3020286)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:06:18.26256 (12901.3020286)          Stack End
20:06:18.26256 (12901.3020286) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12901.3030287)          Stack Begin
20:06:18.26256 (12901.3030287)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:06:18.26256 (12901.3030287)          Stack End
20:06:18.26256 (12901.3030287)          Bang recieved from Left Arm
20:06:18.26256 (12901.3030287) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12901.3030287)          Stack Begin
20:06:18.26256 (12901.3030287)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:06:18.26256 (12901.3030287)          Stack End
20:06:18.26256 (12901.3790305)          Bang recieved from Head
20:06:18.26256 (12901.3790305) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12901.3790305)          Stack Begin
20:06:18.26256 (12901.3790305)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:18.26256 (12901.3800305)          Stack End
20:06:18.26256 (12901.8630538)          Bang recieved from Right Arm
20:06:18.26256 (12901.8630538) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12901.8640537)          Stack Begin
20:06:18.26256 (12901.8640537)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:18.26256 (12901.8640537)          Stack End
20:06:18.26256 (12901.9330801)          Bang recieved from Head
20:06:18.26256 (12901.9340803) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12901.9340803)          Stack Begin
20:06:18.26256 (12901.9340803)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:18.26256 (12901.9340803)          Stack End
20:06:18.26256 (12902.0570688)          Bang recieved from Torso
20:06:18.26256 (12902.0570688) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12902.0570688)          Stack Begin
20:06:18.26256 (12902.0570688)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:06:18.26256 (12902.0570688)          Stack End
20:06:18.26256 (12902.0730726)          Bang recieved from Head
20:06:18.26256 (12902.0730726) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12902.0730726)          Stack Begin
20:06:18.26256 (12902.0740726)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:06:18.26256 (12902.0740726)          Stack End
20:06:18.26256 (12902.1780836)          Bang recieved from Head
20:06:18.26256 (12902.1780836) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:18.26256 (12902.1780836)          Stack Begin
20:06:18.26256 (12902.1780836)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:06:18.26256 (12902.1790837)          Stack End
20:06:18.26256 (12902.1840842)          Boop recieved from Left Arm
20:06:19.27256 (12902.2330892)          Boop recieved from Left Arm
20:06:19.27256 (12902.2751252)          Bang recieved from Head
20:06:19.27256 (12902.2801272) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:19.27256 (12902.2871300)          Stack Begin
20:06:19.27256 (12902.2951332)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:06:19.27256 (12902.3011356)          Stack End
20:06:19.27256 (12902.7211265)          Boop recieved from Left Arm
20:06:19.27256 (12903.1126998)          Boop recieved from Left Arm
20:06:20.28256 (12903.3256663)          Boop recieved from Left Arm
20:06:21.29256 (12904.3577206)          Boop recieved from Right Arm
20:06:21.29256 (12904.3577206)          Boop recieved from Right Arm
20:06:23.31256 (12906.8498554)          Bang recieved from Right Arm
20:06:23.31256 (12906.8998324)          Bang recieved from Head
20:06:23.31256 (12906.8998324)          Bang recieved from Torso
20:06:23.31256 (12907.0068489)          Boop recieved from Right Arm
20:06:24.32256 (12907.2388546)          Bang recieved from Head
20:06:24.32256 (12907.2388546) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:24.32256 (12907.2388546)          Stack Begin
20:06:24.32256 (12907.2388546)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:06:24.32256 (12907.2388546)          Stack End
20:06:24.32256 (12907.3238650)          Boop recieved from Right Arm
20:06:24.32256 (12907.3808957)          Bang recieved from Head
20:06:24.32256 (12907.3808957) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:24.32256 (12907.3818960)          Stack Begin
20:06:24.32256 (12907.3818960)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:06:24.32256 (12907.3818960)          Stack End
20:06:24.32256 (12907.6683873)          Boop recieved from Left Arm
20:06:24.32256 (12907.7043888)          Boop recieved from Right Arm
20:06:24.32256 (12907.7043888)          Boop recieved from Left Arm
20:06:24.32256 (12907.8823217)          Boop recieved from Left Arm
20:06:24.32256 (12908.0154065)          Boop recieved from Right Arm
20:06:24.32256 (12908.1523478)          Boop recieved from Right Arm
20:06:25.33256 (12908.2089224)          Boop recieved from Right Arm
20:06:25.33256 (12908.2779395)          Boop recieved from Left Arm
20:06:25.33256 (12908.2839405)          Boop recieved from Right Arm
20:06:25.33256 (12908.4111963)          Boop recieved from Right Arm
20:06:26.34256 (12909.5019703) Error:   Workspace.Radioactive Zombie.Respawn:7: attempt to index field 'Parent' (a nil value)
20:06:26.34256 (12909.5029701)          Stack Begin
20:06:26.34256 (12909.5029701)          Script 'Workspace.Radioactive Zombie.Respawn', Line 7
20:06:26.34256 (12909.5029701)          Stack End
20:06:31.39256 (12914.6280237)          Boop recieved from Right Arm
20:06:31.39256 (12914.6410231)          Boop recieved from Right Arm
20:06:31.39256 (12914.6750403)          Boop recieved from Right Arm
20:06:31.39256 (12914.8100571)          Boop recieved from Right Arm
20:06:31.39256 (12914.8600633)          Boop recieved from Right Arm
20:06:32.40256 (12915.3619666)          Boop recieved from Right Arm
20:06:32.40256 (12915.4430487)          Boop recieved from Right Arm
20:06:32.40256 (12916.0110351)          Boop recieved from Right Arm
20:06:32.40256 (12916.1120912)          Boop recieved from Right Arm
20:06:33.41256 (12916.2310271)          Boop recieved from Right Arm
20:06:33.41256 (12916.4240265)          Boop recieved from Right Arm
20:06:41.49256 (12924.6175541)          Bang recieved from Left Arm
20:06:41.49256 (12924.8198270)          Bang recieved from Head
20:06:41.49256 (12924.8198270) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
