27.05.2015 16:40:33.2024 (557.5723296)Log "Roblox TaskScheduler Thread 1"
16:40:33.2024 (557.5733271) Error:   Workspace.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:06:41.49256 (12924.8198270)          Stack Begin
20:06:41.49256 (12924.8198270)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:41.49256 (12924.8198270)          Stack End
20:06:41.49256 (12924.8820667)          Bang recieved from Head
20:06:41.49256 (12924.8830688) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:41.49256 (12924.8830688)          Stack Begin
20:06:41.49256 (12924.8830688)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:41.49256 (12924.8830688)          Stack End
20:06:41.49256 (12925.0287145)          Boop recieved from Right Arm
20:06:41.49256 (12925.0366987)          Boop recieved from Right Arm
20:06:41.49256 (12925.0436848)          Boop recieved from Right Arm
20:06:41.49256 (12925.0506709)          Bang recieved from Head
20:06:41.49256 (12925.0506709) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:41.49256 (12925.0516690)          Stack Begin
20:06:41.49256 (12925.0516690)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:41.49256 (12925.0516690)          Stack End
20:06:42.50256 (12925.5543489)          Boop recieved from Right Arm
20:06:42.50256 (12925.6004439)          Bang recieved from Head
20:06:42.50256 (12925.6004439) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:42.50256 (12925.6014443)          Stack Begin
20:06:42.50256 (12925.6014443)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:42.50256 (12925.6014443)          Stack End
20:06:42.50256 (12925.6084476)          Boop recieved from Left Arm
20:06:42.50256 (12925.6134499)          Boop recieved from Left Arm
20:06:42.50256 (12925.7313671)          Bang recieved from Head
20:06:42.50256 (12925.7313671) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:06:42.50256 (12925.7323667)          Stack Begin
20:06:42.50256 (12925.7323667)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:06:42.50256 (12925.7323667)          Stack End
20:06:42.50256 (12925.7433626) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:06:42.50256 (12925.7433626)          Stack Begin
20:06:42.50256 (12925.7433626)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:06:42.50256 (12925.7433626)          Stack End
20:06:43.51256 (12926.7554668) Error:   Workspace.Radioactive Zombie.Respawn:7: attempt to index field 'Parent' (a nil value)
20:06:43.51256 (12926.7554668)          Stack Begin
20:06:43.51256 (12926.7554668)          Script 'Workspace.Radioactive Zombie.Respawn', Line 7
20:06:43.51256 (12926.7554668)          Stack End
20:06:44.52256 (12927.4227272) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:06:44.52256 (12927.4227272)          Stack Begin
20:06:44.52256 (12927.4227272)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:06:44.52256 (12927.4227272)          Stack End
20:06:49.57256 (12932.2561879)          Boop recieved from Right Arm
20:06:49.57256 (12932.2741930)          Boop recieved from Right Arm
20:07:01.3720 (12944.5130363)          Boop recieved from Right Arm
20:07:01.3720 (12944.5200011)          Boop recieved from Right Arm
20:07:01.3720 (12944.5259710)          Boop recieved from Right Arm
20:07:01.3720 (12944.6392989)          Boop recieved from Right Arm
20:07:01.3720 (12944.7062890)          Boop recieved from Right Arm
20:07:01.3720 (12944.7933013)          Boop recieved from Right Arm
20:07:04.6720 (12947.9765180)          Boop recieved from Left Arm
20:07:04.6720 (12947.9775181)          Boop recieved from Left Arm
20:07:04.6720 (12947.9775181)          Boop recieved from Left Arm
20:07:04.6720 (12947.9775181)          Boop recieved from Left Arm
20:07:04.6720 (12947.9795182)          Boop recieved from Right Arm
20:07:04.6720 (12947.9845186)          Boop recieved from Left Arm
20:07:08.10720 (12951.8592184)          Boop recieved from Right Arm
20:07:39.41720 (12983.0613261)          Boop recieved from Right Arm
20:07:44.46720 (12987.2441304)          Boop recieved from Left Arm
20:07:44.46720 (12987.7311583)          Boop recieved from Right Arm
20:07:44.46720 (12987.8041693)          Boop recieved from Right Arm
20:07:44.46720 (12987.9061729)          Boop recieved from Left Arm
20:07:44.46720 (12987.9101731)          Boop recieved from Left Arm
20:07:48.50720 (12991.3107529)          Boop recieved from Left Arm
20:07:48.50720 (12991.3707513)          Boop recieved from Left Arm
20:07:48.50720 (12991.4853836)          Boop recieved from Left Arm
20:07:48.50720 (12991.4904096)          Boop recieved from Left Arm
20:07:48.50720 (12991.6342584)          Boop recieved from Left Arm
20:07:48.50720 (12991.8397723)          Boop recieved from Right Arm
20:07:48.50720 (12991.8457725)          Boop recieved from Right Arm
20:07:48.50720 (12991.8637762)          Boop recieved from Left Arm
20:07:48.50720 (12991.9037787)          Boop recieved from Right Arm
20:07:48.50720 (12991.9107792)          Boop recieved from Right Arm
20:07:48.50720 (12992.0067951)          Boop recieved from Left Arm
20:07:48.50720 (12992.0627919)          Boop recieved from Left Arm
20:07:48.50720 (12992.0677920)          Boop recieved from Right Arm
20:07:48.50720 (12992.0677920)          Boop recieved from Right Arm
20:07:49.51720 (12992.2438048)          Boop recieved from Right Arm
20:07:49.51720 (12992.3487218)          Boop recieved from Left Arm
20:07:49.51720 (12992.5904431)          Boop recieved from Left Arm
20:07:49.51720 (12992.5954672)          Boop recieved from Left Arm
20:07:49.51720 (12992.6477175)          Boop recieved from Left Arm
20:07:49.51720 (12992.7334561)          Boop recieved from Left Arm
20:07:49.51720 (12992.8208160)          Boop recieved from Left Arm
20:07:49.51720 (12993.0757614)          Bang recieved from Left Arm
20:07:49.51720 (12993.1563536)          Bang recieved from Head
20:07:49.51720 (12993.1563536)          Bang recieved from HumanoidRootPart
20:07:49.51720 (12993.1778403)          Bang recieved from Torso
20:07:50.52720 (12993.3658407)          Bang recieved from Left Arm
20:07:50.52720 (12993.3658407)          Bang recieved from Left Arm
20:07:51.53720 (12994.9543799) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:07:51.53720 (12994.9543799)          Stack Begin
20:07:51.53720 (12994.9543799)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:07:51.53720 (12994.9543799)          Stack End
20:07:54.56720 (12997.2455918)          Bang recieved from Right Arm
20:07:54.56720 (12997.6635886)          Bang recieved from Head
20:07:54.56720 (12997.7646082)          Bang recieved from Head
20:07:55.57720 (12998.9960212) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:07:55.57720 (12998.9960212)          Stack Begin
20:07:55.57720 (12998.9970162)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:07:55.57720 (12998.9970162)          Stack End
20:07:55.57720 (12998.9970162) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:07:55.57720 (12998.9970162)          Stack Begin
20:07:55.57720 (12998.9980113)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:07:55.57720 (12998.9980113)          Stack End
20:07:55.57720 (12999.0732011) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:07:55.57720 (12999.0732011)          Stack Begin
20:07:55.57720 (12999.0732011)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:07:55.57720 (12999.0732011)          Stack End
20:07:58.60720 (13001.3283554)          Bang recieved from Right Arm
20:07:58.60720 (13001.3813503)          Bang recieved from Left Arm
20:07:58.60720 (13001.5053578)          Bang recieved from Torso
20:07:58.60720 (13001.5113582)          Bang recieved from Head
20:07:58.60720 (13001.8483790)          Bang recieved from Right Arm
20:07:58.60720 (13002.0153837)          Bang recieved from Head
20:07:59.61720 (13002.2654340)          Bang recieved from Head
20:07:59.61720 (13002.2654340) Error:   Workspace.Radioactive Zombie.Right Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:07:59.61720 (13002.2654340)          Stack Begin
20:07:59.61720 (13002.2664344)          Script 'Workspace.Radioactive Zombie.Right Arm.My First Kill Script', Line 9
20:07:59.61720 (13002.2664344)          Stack End
20:07:59.61720 (13002.6024229)          Bang recieved from Head
20:07:59.61720 (13002.6024229) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:07:59.61720 (13002.6024229)          Stack Begin
20:07:59.61720 (13002.6024229)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:07:59.61720 (13002.6024229)          Stack End
20:07:59.61720 (13002.6264207)          Bang recieved from Torso
20:07:59.61720 (13002.6264207) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:07:59.61720 (13002.6264207)          Stack Begin
20:07:59.61720 (13002.6264207)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:07:59.61720 (13002.6264207)          Stack End
20:07:59.61720 (13002.7494383)          Bang recieved from Head
20:07:59.61720 (13002.7494383) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:07:59.61720 (13002.7494383)          Stack Begin
20:07:59.61720 (13002.7494383)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:07:59.61720 (13002.7494383)          Stack End
20:07:59.61720 (13002.7884494)          Bang recieved from Head
20:07:59.61720 (13002.8004510) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:07:59.61720 (13002.8074519)          Stack Begin
20:07:59.61720 (13002.8154530)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:07:59.61720 (13002.8214538)          Stack End
20:07:59.61720 (13002.8344555)          Bang recieved from Head
20:07:59.61720 (13002.8344555) Error:   Workspace.Radioactive Zombie.Left Arm.My First Kill Script:9: attempt to index field 'Parent' (a nil value)
20:07:59.61720 (13002.8344555)          Stack Begin
20:07:59.61720 (13002.8344555)          Script 'Workspace.Radioactive Zombie.Left Arm.My First Kill Script', Line 9
20:07:59.61720 (13002.8354556)          Stack End
20:07:59.61720 (13003.0819632) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:07:59.61720 (13003.0899618)          Stack Begin
20:07:59.61720 (13003.0989603)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:07:59.61720 (13003.1049593)          Stack End
20:07:59.61720 (13003.1129579) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:07:59.61720 (13003.1139577)          Stack Begin
20:07:59.61720 (13003.1139577)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:07:59.61720 (13003.1139577)          Stack End
20:07:59.61720 (13003.1549507) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:07:59.61720 (13003.1549507)          Stack Begin
20:07:59.61720 (13003.1549507)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:07:59.61720 (13003.1549507)          Stack End
20:07:59.61720 (13003.1549507) Error:   Workspace.Model.Training Dummy.Respawn:7: attempt to index field 'Parent' (a nil value)
20:07:59.61720 (13003.1549507)          Stack Begin
20:07:59.61720 (13003.1549507)          Script 'Workspace.Model.Training Dummy.Respawn', Line 7
20:07:59.61720 (13003.1549507)          Stack End
20:08:08.5184 (13011.8219149)          Boop recieved from Left Arm
20:08:08.5184 (13011.9869157)          Boop recieved from Left Arm
20:08:08.5184 (13012.0059153)          Boop recieved from Left Arm
20:08:08.5184 (13012.0059153)          Boop recieved from Left Arm
20:08:08.5184 (13012.0059153)          Boop recieved from Left Arm
20:08:08.5184 (13012.0209150)          Boop recieved from Right Arm
20:08:08.5184 (13012.1209384)          Boop recieved from Left Arm
20:08:09.6184 (13013.1288681)          Boop recieved from Left Arm
20:08:10.7184 (13014.1225705)          Boop recieved from Right Arm
20:08:10.7184 (13014.1375716)          Boop recieved from Right Arm
20:08:11.8184 (13014.3845823)          Boop recieved from Right Arm
20:08:11.8184 (13014.5636035)          Boop recieved from Left Arm
20:08:11.8184 (13014.5856048)          Boop recieved from Left Arm
20:08:11.8184 (13014.5856048)          Boop recieved from Left Arm
20:08:11.8184 (13014.7506184)          Boop recieved from Right Arm
20:08:11.8184 (13014.7766169)          Boop recieved from Left Arm
20:08:11.8184 (13014.8236192)          Boop recieved from Left Arm
20:08:11.8184 (13014.8416201)          Boop recieved from Right Arm
20:08:11.8184 (13014.8836240)          Boop recieved from Left Arm
20:08:11.8184 (13014.9196263)          Boop recieved from Right Arm
20:08:11.8184 (13014.9386275)          Boop recieved from Left Arm
20:08:11.8184 (13014.9866362)          Boop recieved from Right Arm
20:08:11.8184 (13015.0216401)          Boop recieved from Left Arm
20:08:11.8184 (13015.0646393)          Boop recieved from Right Arm
20:08:11.8184 (13015.0856405)          Boop recieved from Right Arm
20:08:11.8184 (13015.1306430)          Boop recieved from Right Arm
20:08:12.9184 (13015.2006491)          Boop recieved from Right Arm
20:08:12.9184 (13015.2346515)          Boop recieved from Right Arm
20:08:12.9184 (13015.2786546)          Boop recieved from Right Arm
20:08:16.13184 (13019.3921427) Error:   Workspace.Radioactive Zombie.Respawn:7: attempt to index field 'Parent' (a nil value)
20:08:16.13184 (13019.4001627)          Stack Begin
20:08:16.13184 (13019.4071802)          Script 'Workspace.Radioactive Zombie.Respawn', Line 7
20:08:16.13184 (13019.4131951)          Stack End
20:08:18.15184 (13021.7578318)          Boop recieved from Left Arm
20:08:18.15184 (13021.7578318)          Boop recieved from Right Arm
20:08:18.15184 (13021.8119071)          Boop recieved from Right Arm
20:08:18.15184 (13021.8229041)          Boop recieved from Left Arm
20:08:18.15184 (13021.8229041)          Boop recieved from Right Arm
20:08:18.15184 (13021.8239038)          Boop recieved from Left Arm
20:08:18.15184 (13022.0769826)          Boop recieved from Right Arm
20:08:18.15184 (13022.0769826)          Boop recieved from Left Arm
20:08:18.15184 (13022.1329960)          Boop recieved from Left Arm
20:08:19.16184 (13022.3089628)          Boop recieved from Right Arm
20:08:19.16184 (13022.4087089)          Boop recieved from Right Arm
20:08:19.16184 (13022.4127292)          Boop recieved from Left Arm
20:08:19.16184 (13022.4127292)          Boop recieved from Left Arm
20:08:19.16184 (13022.4489124)          Boop recieved from Left Arm
20:08:19.16184 (13022.4489124)          Boop recieved from Right Arm
20:08:19.16184 (13022.4709277)          Boop recieved from Right Arm
20:08:19.16184 (13022.4709277)          Boop recieved from Left Arm
20:08:28.25184 (13031.5378263)          Boop recieved from Left Arm
20:08:28.25184 (13031.5658243)          Boop recieved from Left Arm
20:08:28.25184 (13032.1608651)          Boop recieved from Left Arm
20:08:29.26184 (13032.2251863)          Boop recieved from Left Arm
20:08:29.26184 (13032.2251863)          Boop recieved from Left Arm
20:08:29.26184 (13032.3061455)          Boop recieved from Left Arm
20:08:29.26184 (13032.3220666)          Boop recieved from Right Arm
20:08:29.26184 (13032.3449533)          Boop recieved from Left Arm
20:08:29.26184 (13032.3835212)          Boop recieved from Left Arm
20:08:29.26184 (13032.3895285)          Boop recieved from Left Arm
20:08:29.26184 (13032.4455963)          Boop recieved from Left Arm
20:08:29.26184 (13032.4465975)          Boop recieved from Left Arm
20:08:29.26184 (13032.4465975)          Boop recieved from Left Arm
20:08:29.26184 (13032.4465975)          Boop recieved from Right Arm
20:08:29.26184 (13032.4465975)          Boop recieved from Right Arm
20:08:29.26184 (13032.4596133)          Boop recieved from Right Arm
20:08:29.26184 (13032.6813973)          Boop recieved from Right Arm
20:08:29.26184 (13032.6863977)          Boop recieved from Right Arm
20:08:30.27184 (13033.4559631)          Boop recieved from Left Arm
20:08:30.27184 (13033.4604351)          Boop recieved from Left Arm
20:08:30.27184 (13033.4664045)          Boop recieved from Left Arm
20:08:30.27184 (13033.5221183)          Boop recieved from Right Arm
20:08:30.27184 (13033.5260978)          Boop recieved from Left Arm
20:08:30.27184 (13033.5469905)          Boop recieved from Left Arm
20:08:30.27184 (13033.5519649)          Boop recieved from Left Arm
20:08:30.27184 (13033.5569394)          Boop recieved from Left Arm
20:08:30.27184 (13033.5624494)          Boop recieved from Right Arm
20:08:30.27184 (13033.5674501)          Boop recieved from Right Arm
20:08:30.27184 (13033.5724508)          Boop recieved from Right Arm
20:08:30.27184 (13033.5864528)          Boop recieved from Left Arm
20:08:30.27184 (13033.7244571)          Boop recieved from Left Arm
20:08:30.27184 (13033.7284573)          Boop recieved from Left Arm
20:08:30.27184 (13033.7364577)          Boop recieved from Left Arm
20:08:30.27184 (13033.7364577)          Boop recieved from Right Arm
20:08:30.27184 (13034.1586481)          Boop recieved from Right Arm
20:08:31.28184 (13034.2094290)          Boop recieved from Right Arm
20:08:31.28184 (13034.2664921)          Boop recieved from Right Arm
20:08:31.28184 (13034.6615156)          Boop recieved from Right Arm
20:08:31.28184 (13034.7595219)          Boop recieved from Right Arm
20:08:31.28184 (13034.8275300)          Boop recieved from Right Arm
20:08:31.28184 (13034.8275300)          Boop recieved from Right Arm
20:08:31.28184 (13034.8275300)          Boop recieved from Right Arm
20:08:31.28184 (13034.8315304)          Boop recieved from Right Arm
20:08:31.28184 (13034.8315304)          Boop recieved from Right Arm
20:08:31.28184 (13034.8325304)          Boop recieved from Right Arm
20:08:31.28184 (13034.9085337)          Boop recieved from Right Arm
20:08:31.28184 (13034.9145340)          Boop recieved from Right Arm
20:08:31.28184 (13034.9195344)          Boop recieved from Right Arm
20:08:32.29184 (13035.4885362)          Boop recieved from Left Arm
20:08:32.29184 (13035.4895345)          Boop recieved from Left Arm
20:08:32.29184 (13035.4895345)          Boop recieved from Left Arm
20:08:32.29184 (13035.5005154)          Boop recieved from Left Arm
20:08:32.29184 (13035.7746273)          Boop recieved from Right Arm
20:08:32.29184 (13035.7746273)          Boop recieved from Right Arm
20:08:32.29184 (13035.7826302)          Boop recieved from Right Arm
20:08:32.29184 (13035.7896327)          Boop recieved from Right Arm
20:08:32.29184 (13035.7896327)          Boop recieved from Left Arm
20:08:32.29184 (13035.7906330)          Boop recieved from Left Arm
20:08:32.29184 (13035.7906330)          Boop recieved from Right Arm
20:08:32.29184 (13036.0181193)          Boop recieved from Left Arm
20:08:32.29184 (13036.0841086)          Boop recieved from Right Arm
20:08:32.29184 (13036.1201074)          Boop recieved from Left Arm
20:08:33.30184 (13036.2611353)          Boop recieved from Right Arm
20:08:33.30184 (13036.2781374)          Boop recieved from Left Arm
20:08:33.30184 (13036.3531467)          Boop recieved from Left Arm
20:08:33.30184 (13036.4001334)          Boop recieved from Right Arm
20:08:33.30184 (13036.7821607)          Boop recieved from Right Arm
20:08:33.30184 (13036.8011618)          Boop recieved from Right Arm
20:08:37.34184 (13040.6988361) Error:   Workspace.Radioactive Zombie.Respawn:7: attempt to index field 'Parent' (a nil value)
20:08:37.34184 (13040.6998362)          Stack Begin
20:08:37.34184 (13040.6998362)          Script 'Workspace.Radioactive Zombie.Respawn', Line 7
20:08:37.34184 (13040.6998362)          Stack End
20:08:38.35184 (13041.7489160)          Boop recieved from Right Arm
20:08:38.35184 (13041.7999123)          Boop recieved from Right Arm
20:08:38.35184 (13041.7999123)          Boop recieved from Left Arm
20:08:38.35184 (13041.9350179)          Boop recieved from Right Arm
20:08:38.35184 (13041.9350179)          Boop recieved from Left Arm
20:08:38.35184 (13041.9689807)          Boop recieved from Right Arm
20:08:38.35184 (13042.0159844)          Boop recieved from Right Arm
20:08:38.35184 (13042.0509872)          Boop recieved from Right Arm
20:08:38.35184 (13042.0509872)          Boop recieved from Left Arm
20:08:38.35184 (13042.0589878)          Boop recieved from Left Arm
20:08:39.36184 (13042.2489418)          Boop recieved from Right Arm
20:08:39.36184 (13042.2489418)          Boop recieved from Left Arm
20:08:39.36184 (13042.2810467)          Boop recieved from Right Arm
20:08:39.36184 (13042.2900548)          Boop recieved from Left Arm
20:08:39.36184 (13042.3571145)          Boop recieved from Right Arm
20:08:39.36184 (13042.5538908)          Boop recieved from Left Arm
20:08:43.40184 (13046.7746568) Error:   Workspace.Radioactive Zombie.Respawn:7: attempt to index field 'Parent' (a nil value)
20:08:43.40184 (13046.7816576)          Stack Begin
20:08:43.40184 (13046.7876584)          Script 'Workspace.Radioactive Zombie.Respawn', Line 7
20:08:43.40184 (13046.7936591)          Stack End
20:08:45.42184 (13048.5278056)          Boop recieved from Right Arm
20:08:46.43184 (13049.4257790)          Boop recieved from Right Arm
20:08:46.43184 (13049.4257790)          Boop recieved from Right Arm
20:08:46.43184 (13049.4347789)          Boop recieved from Left Arm
20:08:46.43184 (13049.4357789)          Boop recieved from Right Arm
20:08:46.43184 (13049.4357789)          Boop recieved from Right Arm
20:08:46.43184 (13049.4357789)          Boop recieved from Right Arm
20:08:46.43184 (13049.6768671)          Boop recieved from Right Arm
20:08:46.43184 (13049.8319060)          Boop recieved from Left Arm
20:08:46.43184 (13049.9043965)          Boop recieved from Left Arm
20:08:46.43184 (13050.0062965)          Boop recieved from Right Arm
20:08:46.43184 (13050.0582710)          Boop recieved from Left Arm
20:08:46.43184 (13050.1103958)          Boop recieved from Left Arm
20:08:46.43184 (13050.1334074)          Boop recieved from Right Arm
20:08:46.43184 (13050.1374094)          Boop recieved from Left Arm
20:08:47.44184 (13050.2213164)          Boop recieved from Right Arm
20:08:47.44184 (13050.2323128)          Boop recieved from Left Arm
20:08:47.44184 (13050.3185754)          Boop recieved from Left Arm
20:08:47.44184 (13050.3386055)          Boop recieved from Right Arm
20:08:47.44184 (13050.3653471)          Boop recieved from Right Arm
20:08:50.47184 (13053.9055875) Error:   Workspace.Radioactive Zombie.Respawn:7: attempt to index field 'Parent' (a nil value)
20:08:50.47184 (13053.9055875)          Stack Begin
20:08:50.47184 (13053.9055875)          Script 'Workspace.Radioactive Zombie.Respawn', Line 7
20:08:50.47184 (13053.9075874)          Stack End
20:08:51.48184 (13054.5091522)          Boop recieved from Right Arm
20:08:51.48184 (13054.5091522)          Boop recieved from Right Arm
20:08:51.48184 (13054.5291573)          Boop recieved from Right Arm
20:08:51.48184 (13054.5301575)          Boop recieved from Right Arm
20:08:51.48184 (13054.5441611)          Boop recieved from Right Arm
20:24:17.56680 (13980.8098515)          Boop recieved from Left Arm
20:24:17.56680 (13980.8798544)          Boop recieved from Left Arm
20:24:17.56680 (13980.8808544)          Boop recieved from Left Arm
20:24:17.56680 (13980.8908548)          Boop recieved from Left Arm
20:24:17.56680 (13981.1398574)          Boop recieved from Left Arm
20:24:18.57680 (13981.2608823)          Boop recieved from Left Arm
20:24:18.57680 (13981.3598917)          Boop recieved from Left Arm
20:24:18.57680 (13981.3788933)          Boop recieved from Left Arm
20:24:18.57680 (13981.4589014)          Boop recieved from Left Arm
20:24:18.57680 (13981.4879042)          Boop recieved from Left Arm
20:24:18.57680 (13981.5119016)          Boop recieved from Left Arm
20:24:18.57680 (13981.5459033)          Boop recieved from Left Arm
20:24:18.57680 (13981.5689044)          Boop recieved from Left Arm
20:24:18.57680 (13981.6639114)          Boop recieved from Left Arm
20:24:18.57680 (13981.6889130)          Boop recieved from Left Arm
20:24:18.57680 (13981.7199167)          Boop recieved from Left Arm
20:24:18.57680 (13981.7699207)          Boop recieved from Left Arm
20:24:18.57680 (13981.7959227)          Boop recieved from Left Arm
20:24:18.57680 (13982.0379363)          Boop recieved from Left Arm
20:24:19.58680 (13982.3964659)          Boop recieved from Left Arm
20:24:19.58680 (13982.4136538)          Boop recieved from Left Arm
20:24:19.58680 (13982.4497188)          Boop recieved from Left Arm
20:24:19.58680 (13982.4767675)          Boop recieved from Left Arm
20:44:52.46496 (15215.2146271)          Boop recieved from Right Arm
20:44:52.46496 (15215.2469147)          Boop recieved from Right Arm
27.05.2015 20:47:12.55424 (15355.5439798)End Log
